"","garrett_3","garrett_4","garrett_5","garrett_7","garrett_8","garrett_9","garrett_10","garrett_11","garrett_12","garrett_13","garrett_14","garrett_15","garrett_17","garrett_18","garrett_19","garrett_21","garrett_28","garrett_30","garrett_31","garrett_36","garrett_43","garrett_46","garrett_48","25617X10","25617X11","25617X16","25617X17","25617X18","25617X19","25617X20","25617X21","25617X9"
"Pelodictyon",0.000380763993433725,0,9.11197431881158e-05,0.000243566198857187,0,0.000121941032974684,0.000391492604704697,0.000154499568173707,0.000436587217868104,0.000215468946615414,0,8.43062627328803e-05,0,0,0.000103070469279847,0.000209722306693707,0.000463127523321365,0,0,0.000599292235869438,0.000445331148241833,0.000351539567536024,0.0005985722853849,0,0,0.000612091851863495,0.000523681390050139,0.000216418143687707,5.91693393950349e-05,0.000139222841084939,3.59754443129262e-05,0
"Gemmatimonas",0.000475954991792156,0,0,0.000243566198857187,0,0.000670675681360764,0,3.08999136347414e-05,6.71672642874007e-05,0,0,4.21531313664401e-05,0,0,5.15352346399233e-05,0.00031458346004056,0.000926255046642731,0.000142517543909655,0.000136583846774777,0.00014982305896736,0.000222665574120916,0.000527309351304036,0.00023942891415396,0,0,0.000151133790583579,0.000724628900185657,0.000569151611646242,5.91693393950349e-05,9.28152273899592e-05,0.000244633021327898,0.00023235280449835
"Fenollaria",0.000285572995075294,0,0,0.000243566198857187,0,0.000670675681360764,0,9.26997409042242e-05,0.00107467622859841,0.00107734473307707,0,0,0,0,0,0.000209722306693707,0.000347345642491024,0,0,0.000749115294836798,0,0.00158192805391211,0.00035914337123094,0,0,0.000219143996346189,0.00110825596498983,0.000822107883489016,1.47923348487587e-05,0.00324079835636608,0.0091665432109336,0
"Acetoanaerobium",0,0,0,0.000121783099428594,0,0.000121941032974684,0.000391492604704697,0.000123599654538966,0.000134334528574801,0.000430937893230828,0,0.000168612525465761,0,0.000144587232369033,0.00015460570391977,0,0.000231563761660683,7.12587719548276e-05,0.000136583846774777,0,0,0,0.00011971445707698,0,0,0.00136776080478139,0.000499324116094318,0.000521370982520384,1.47923348487587e-05,0.000324853295864857,2.15852665877557e-05,0
"Iocasia",9.51909983584312e-05,0,0,0,0,6.09705164873422e-05,0,0,0,0,0,0,0,0,5.15352346399233e-05,0,0,0,0,0,0,0,0,0,0,0.000551638335630063,0.000109607732801192,0.000115235634950597,0,4.64076136949796e-05,8.63410663510229e-05,0
"Halothermothrix",0,0,0,0.000243566198857187,0,0.000121941032974684,0.000260995069803131,6.17998272694828e-05,0.000705256275017707,0,0,0.000252918788198641,0,0,0.000103070469279847,0,0.000115781880830341,0,0.000136583846774777,0,0,0,0,0,0,0.000309824270696337,0.000359269790848351,0.000348517530094489,0,4.64076136949796e-05,2.15852665877557e-05,0
"Natranaerobius",4.75954991792156e-05,0,0,0,0,0.000121941032974684,0,0,0.000369419953580704,0.000215468946615414,0,0,0,0,0,0,0,0.000142517543909655,0,0,0,0,0,0,0,0.000415617924104842,0.000194858191646563,0.00022344470679445,2.95846696975175e-05,0.000100549829672456,1.43901777251705e-05,0
"Loigolactobacillus",4.75954991792156e-05,0,0.000273359229564347,0,0,0.000121941032974684,0.000130497534901566,0.000710698013599052,0.000503754482155505,0,0.000107896397878757,0,0,0,0.00030921140783954,0,0.000115781880830341,0.000142517543909655,0.000136583846774777,0,0.000222665574120916,0,0.00023942891415396,0,0,0.00142821432101482,0.000548038664005959,0.000230471269901194,0,4.64076136949796e-05,0.000208657577014972,0
"Paucilactobacillus",9.51909983584312e-05,0,0,0,0,0.000121941032974684,0.000130497534901566,0.00148319585446759,0.000167918160718502,0,0,0.00012645939409932,0.000341804385350264,0,0.00015460570391977,0,0.000463127523321365,0.000213776315864483,0.000136583846774777,0,0.000222665574120916,0,0,0,0,0.00185894562417802,0.000700271626229837,0.000307763464075375,1.47923348487587e-05,0.000170161250214925,7.19508886258524e-06,0
"Oenococcus",0,0,0,0,0,0.000182911549462027,0.000130497534901566,3.08999136347414e-05,0.000302252689293303,0,0,0.00012645939409932,0,0,0.000206140938559693,0,0.000115781880830341,0,0,0,0,0,0.00011971445707698,0,0,0.000853905916797221,0.000499324116094318,0.000195338454367476,0,7.7346022824966e-05,4.31705331755115e-05,0
"Furfurilactobacillus",0,0,0,0.000243566198857187,0,6.09705164873422e-05,0,0,3.35836321437003e-05,0,0,4.21531313664401e-05,0,0,5.15352346399233e-05,0,0.000347345642491024,0,0,0,0.000890662296483665,0.000175769783768012,0.00011971445707698,0,0,0.000566751714688421,0.000261840695025069,5.90231300966473e-05,0,4.64076136949796e-05,2.8780355450341e-05,7.74509348327834e-05
"Acetilactobacillus",0,0.000205530412335113,0,0,0,0,0.000391492604704697,0,3.35836321437003e-05,0,0,4.21531313664401e-05,0,0,0,0,0.000231563761660683,0,0,0,0,0.000175769783768012,0,0,0,0.000664988678567747,7.91611403564163e-05,8.85346951449709e-05,0,7.7346022824966e-06,1.43901777251705e-05,0
"Nicoliella",0,0,0,0,0,0,0,0,3.35836321437003e-05,0,0,0,0,0,0,0,0,0,0,0,0.000445331148241833,0,0,0,0,3.77834476458947e-05,0.000219215465602384,0.000115235634950597,1.47923348487587e-05,4.64076136949796e-05,7.19508886258524e-06,0
"Secundilactobacillus",0.000142786497537647,0,0,0.000121783099428594,0,0,0,3.08999136347414e-05,6.71672642874007e-05,0,0,4.21531313664401e-05,0,0,0,0,0,0,0,0.00014982305896736,0,0,0.00011971445707698,0,0,0.000581865093746779,0.000639378441340286,0.00021220220582366,0,6.96114205424694e-05,0.000115121421801364,0
"Marinilactibacillus",4.75954991792156e-05,0,0,0.000121783099428594,0,6.09705164873422e-05,0.000130497534901566,6.17998272694828e-05,0,0.000215468946615414,0,4.21531313664401e-05,0,0,0.000206140938559693,0,0,0,0,0,0.000222665574120916,0,0,0,0,0.000483628129867453,0.000213126147113429,0.000155989700969711,0,3.09384091299864e-05,7.19508886258524e-06,0
"Suicoccus",0,0,0,0.000121783099428594,0,0.000121941032974684,0,0,0.000201501792862202,0.000215468946615414,0,0,0,0,5.15352346399233e-05,0.000104861153346853,0,0,0.000136583846774777,0,0,0,0.00023942891415396,0,0,0.000717885505272,0.000359269790848351,9.13453203876684e-05,0,4.64076136949796e-05,7.19508886258524e-06,0
"Salisediminibacterium",9.51909983584312e-05,0,9.11197431881158e-05,0.000487132397714375,0,0.000487764131898738,0.000391492604704697,0.000185399481808448,0.000369419953580704,0.000215468946615414,0,4.21531313664401e-05,0,0,5.15352346399233e-05,0,0.000231563761660683,0.000142517543909655,0.000136583846774777,0,0.000222665574120916,0,0.00047885782830792,0,0,0.00127708053043124,0.000889040499387445,0.000576178174752985,8.87540090925524e-05,0.000193365057062415,0.000172682132702046,0.000154901869665567
"Gracilibacillus",0.000285572995075294,0,9.11197431881158e-05,0.00097426479542875,0,0.000975528263797475,0.000130497534901566,0.000154499568173707,0.000470170850011805,0.00107734473307707,0,0,0,0,0,0.000104861153346853,0.000694691284982048,7.12587719548276e-05,0.000136583846774777,0.000449469176902079,0.000890662296483665,0.000175769783768012,0,0,0,0.00349874725200985,0.000834236632986849,0.000534018796112523,0,0.000348057102712347,0.000431705331755115,0
"Paenalkalicoccus",0,0,0,0.000243566198857187,0,6.09705164873422e-05,0,0,6.71672642874007e-05,0.000215468946615414,0,0,0,0.000144587232369033,5.15352346399233e-05,0.000104861153346853,0,0.000142517543909655,0.000136583846774777,0,0,0,0,0,0,0.000453401371750737,0.000347091153870441,0.000205175642716917,0,8.50806251074626e-05,8.63410663510229e-05,0
"Gottfriedia",0,0,0,0.000243566198857187,0,0.000121941032974684,0.000260995069803131,0,0.000302252689293303,0,0,0.000168612525465761,0,0,0.00015460570391977,0,0.000231563761660683,0,0,0,0.000222665574120916,0,0,0,0,0.0011486168084352,0.000468877523649543,0.000264198772813564,0,5.41422159774762e-05,7.19508886258524e-05,7.74509348327834e-05
"Mangrovibacillus",4.75954991792156e-05,0,0,0.000243566198857187,0,0,0,3.08999136347414e-05,0.000100750896431101,0.000430937893230828,0,0,0,0,5.15352346399233e-05,0,0.000115781880830341,0,0.000273167693549555,0,0,0,0,0,0,0.000906802743501474,0.000158322280712833,0.000168637514561849,0,6.18768182599728e-05,3.59754443129262e-05,0
"Alkalihalophilus",0,0,0,0.000365349298285781,0,6.09705164873422e-05,0.000260995069803131,6.17998272694828e-05,0.000436587217868104,0,0,0,0,0,0.000103070469279847,0,0.000231563761660683,7.12587719548276e-05,0,0.00014982305896736,0.000222665574120916,0.000175769783768012,0,0,0,0.00116373018749356,0.00031055524293671,0.000202365017474219,0,5.41422159774762e-05,1.43901777251705e-05,0
"Halalkalibacterium (ex Joshi et al. 2022)",9.51909983584312e-05,0,0,0.000243566198857187,0.00023000138000828,0.000121941032974684,0,6.17998272694828e-05,0.000201501792862202,0,0,4.21531313664401e-05,0,0,0.000103070469279847,0.000104861153346853,0.000115781880830341,0,0.000136583846774777,0,0,0,0,0,0,0.00115617349796438,0.000621110485873421,0.000243119083493333,0,2.32038068474898e-05,7.19508886258524e-06,0
"Salinicoccus",0.000285572995075294,0,0,0.000487132397714375,0,0.000487764131898738,0.000130497534901566,3.08999136347414e-05,0.000235085425005902,0,0,0.00012645939409932,0,0,5.15352346399233e-05,0.000209722306693707,0.00115781880830341,0.000142517543909655,0,0,0,0,0.00023942891415396,0,0,0.000355164407871411,0.000468877523649543,0.000255766897085472,0,0.000146957443367435,8.63410663510229e-05,0
"Jeotgalicoccus",0.000666336988509019,0,0,0.000608915497142969,0,0.000365823098924053,0.000260995069803131,9.26997409042242e-05,0.000235085425005902,0,0,0.00012645939409932,0,0,0,0,0.00127360068913375,0,0.000273167693549555,0.00014982305896736,0.000222665574120916,0.000175769783768012,0,0,0,0.000506298198454989,0.00151624030374982,0.000522776295141733,0,0.000193365057062415,0.000100731244076193,7.74509348327834e-05
"Novibacillus",0.000190381996716862,0,0,0.000243566198857187,0,0,0,0,0.000201501792862202,0,0,0,0,0.000144587232369033,5.15352346399233e-05,0,0.000347345642491024,0,0,0,0,0,0,0,0,0.000249370754462905,0.000444520249693723,0.000379434407764161,0.00011833867879007,3.09384091299864e-05,3.59754443129262e-05,0
"Polycladomyces",0.000142786497537647,0,0,0.000243566198857187,0,0.000426793615411396,0.000130497534901566,0.000123599654538966,0.000335836321437003,0,0,0,0,0,0.00015460570391977,0.000419444613387414,0,0,0,0,0.000222665574120916,0.000703079135072048,0.00047885782830792,0,0,0.000309824270696337,0.000468877523649543,0.000199554392231522,0,6.18768182599728e-05,0.000107926332938779,0
"Staphylospora",4.75954991792156e-05,0,0,0.000365349298285781,0,0.000304852582436711,0.000260995069803131,0,0.000369419953580704,0,0,4.21531313664401e-05,0,0,0.000103070469279847,0,0.000231563761660683,0.000213776315864483,0,0,0,0.00087884891884006,0.00035914337123094,0,0,9.06802743501474e-05,0.000755075492630433,0.000342896279609094,1.47923348487587e-05,0.000116019034237449,7.19508886258524e-05,0
"Sporolactobacillus",0,0,0,0.000243566198857187,0,0.000182911549462027,0.000130497534901566,6.17998272694828e-05,0.000806007171448808,0,0,0,0,0,5.15352346399233e-05,0.000104861153346853,0.000115781880830341,0.000142517543909655,0,0,0,0.000175769783768012,0.00011971445707698,0,0,0.000664988678567747,0.000401895020271037,0.000191122516503429,0,0.000116019034237449,6.47557997632672e-05,0
"Methylomusa",0.000523550490971372,0,0,0.000487132397714375,0,0.000670675681360764,0.000391492604704697,0.000123599654538966,0.000671672642874007,0.000215468946615414,0,4.21531313664401e-05,0,0.000144587232369033,5.15352346399233e-05,0.00031458346004056,0.000231563761660683,0.000142517543909655,0,0.000299646117934719,0.000222665574120916,0.000351539567536024,0,0,0,0.00111083336078931,0.00100473755067759,0.000586015363102427,1.47923348487587e-05,0.000224303466192401,0.000345364265404092,7.74509348327834e-05
"Sporomusa",0.000190381996716862,0,0,0.000608915497142969,0,0.000670675681360764,0.000521990139606263,0.00021629939544319,0.000470170850011805,0,0.000107896397878757,8.43062627328803e-05,0.000170902192675132,0,0.000360746642479463,0.000419444613387414,0.000231563761660683,0.000285035087819311,0.000136583846774777,0,0.000445331148241833,0.000527309351304036,0,0,0,0.00123174039325617,0.00104127346161132,0.000840376947566549,2.95846696975175e-05,0.000131488238802442,0.00028780355450341,0
"Ndongobacter",0.000475954991792156,0,0,0.000487132397714375,0,0.000487764131898738,0.000260995069803131,0.000278099222712672,0.000100750896431101,0.000215468946615414,0,4.21531313664401e-05,0.000170902192675132,0,0,0.000838889226774828,0.00162094633162478,0,0,0,0,0.000351539567536024,0.00035914337123094,0,0,0.000982369638793263,0.00124222097174684,0.000823513196110364,1.47923348487587e-05,0.000270711079887381,0.000395729887442188,0
"Bombiscardovia",0.000571145990150588,0,0,0.000243566198857187,0,0.000304852582436711,0.000391492604704697,0,3.35836321437003e-05,0,0,4.21531313664401e-05,0,0,0.000103070469279847,0,0,7.12587719548276e-05,0,0,0,0.000175769783768012,0.00011971445707698,0,0,7.55668952917895e-06,0.000706360944718792,0.000254361584464123,1.47923348487587e-05,6.96114205424694e-05,2.15852665877557e-05,7.74509348327834e-05
"Scardovia",0,0,0.000182239486376232,0,0,0.000731646197848107,0,3.08999136347414e-05,3.35836321437003e-05,0,0,4.21531313664401e-05,0,0,0,0,0.000578909404151707,7.12587719548276e-05,0.000136583846774777,0,0,0.000175769783768012,0,0,0,7.55668952917895e-05,0.000249662058047159,0.000158800326212408,0,3.8673011412483e-05,0,0
"Yinghuangia",0,0,0,0,0,0.000121941032974684,0,0,0.000134334528574801,0,0,4.21531313664401e-05,0,0,5.15352346399233e-05,0,0.000231563761660683,0,0,0,0,0.000175769783768012,0,0,0,5.28968267042526e-05,0.000401895020271037,0.000126478135921387,4.43770045462762e-05,7.7346022824966e-06,8.63410663510229e-05,0
"Aurantimicrobium",9.51909983584312e-05,0,0,0.000243566198857187,0,0.000182911549462027,0.000130497534901566,0,3.35836321437003e-05,0,0,0,0,0,0,0,0,0,0,0,0.000222665574120916,0,0,0,0,3.77834476458947e-05,0.000140054325245967,0.000105398446601156,0,6.18768182599728e-05,5.75607109006819e-05,0
"Rhodoluna",0,0,0,0.000365349298285781,0,0.000121941032974684,0.000130497534901566,0,0.000167918160718502,0,0,0.00012645939409932,0,0,0,0,0,0,0.000136583846774777,0,0.000222665574120916,0,0,0,0,0.000680102057626105,0.000487145479116408,0.000215012831066358,0,9.28152273899592e-05,0.000338169176541506,7.74509348327834e-05
"Aquiluna",0.000142786497537647,0,0,0,0,6.09705164873422e-05,0.000130497534901566,0,3.35836321437003e-05,0,0,4.21531313664401e-05,0,0,5.15352346399233e-05,0.000104861153346853,0.000115781880830341,7.12587719548276e-05,0.000136583846774777,0,0,0.000175769783768012,0,0,0,0.000105793653408505,0.000401895020271037,0.00023468720776524,0,1.54692045649932e-05,5.75607109006819e-05,0
"Glaciihabitans",0.000142786497537647,0,0,0,0,0.000121941032974684,0,6.17998272694828e-05,3.35836321437003e-05,0,0,0,0.000170902192675132,0,0,0.00031458346004056,0,0,0,0,0,0.000175769783768012,0,0,0,3.02267581167158e-05,0.000133965006757012,0.00010118250873711,0,7.7346022824966e-06,5.03656220380967e-05,0
"Humibacter",0,0,0,0.000121783099428594,0,0.000121941032974684,0,3.08999136347414e-05,6.71672642874007e-05,0.000430937893230828,0,0,0,0,0.000103070469279847,0,0.000115781880830341,7.12587719548276e-05,0,0,0.000222665574120916,0,0,0,0,1.51133790583579e-05,0.000383627064804172,0.000136315324270828,5.91693393950349e-05,4.64076136949796e-05,4.31705331755115e-05,0
"Frondihabitans",9.51909983584312e-05,0,0,0.000121783099428594,0,0.000182911549462027,0.000391492604704697,3.08999136347414e-05,3.35836321437003e-05,0.000215468946615414,0,8.43062627328803e-05,0,0,0,0.00031458346004056,0.000231563761660683,0,0,0.000299646117934719,0.000222665574120916,0.000351539567536024,0.00023942891415396,0,0,4.53401371750737e-05,0.000511502753072229,0.000182690640775337,0.000133131013638829,7.7346022824966e-05,0.000115121421801364,7.74509348327834e-05
"Microterricola",0,0,0,0,0,0.000182911549462027,0,0,3.35836321437003e-05,0,0,0,0,0,0,0,0.000231563761660683,0,0,0.00014982305896736,0,0.000527309351304036,0,0,0,3.77834476458947e-05,0.000249662058047159,0.000170042827183198,1.47923348487587e-05,4.64076136949796e-05,1.43901777251705e-05,0
"Marisediminicola",0,0,0,0,0,6.09705164873422e-05,0,0,0,0,0,0,0,0,0,0.00031458346004056,0,7.12587719548276e-05,0,0.00014982305896736,0,0,0,0,0,7.55668952917895e-06,6.0893184889551e-05,4.77806291258573e-05,0,7.7346022824966e-06,2.8780355450341e-05,0
"Plantibacter",0,0,0,0,0,0.000121941032974684,0,3.08999136347414e-05,0.000503754482155505,0.000430937893230828,0,4.21531313664401e-05,0,0,0.00015460570391977,0,0.000347345642491024,0,0,0,0,0,0.00035914337123094,0,0,3.02267581167158e-05,0.000182679554668653,0.000113830322329248,0.000177508018185105,7.7346022824966e-05,2.15852665877557e-05,0
"Pseudoclavibacter",0,0,0,0,0,0.000121941032974684,0,0,6.71672642874007e-05,0,0,4.21531313664401e-05,0,0,0,0.000104861153346853,0,0,0,0,0,0,0,0,0,0,0.000158322280712833,0.000184095953396686,0,1.54692045649932e-05,0,0
"Agreia",0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.15352346399233e-05,0.000209722306693707,0,7.12587719548276e-05,0,0,0,0.000175769783768012,0,0,0,7.55668952917895e-06,9.13397773343265e-05,3.65381281550674e-05,0,3.09384091299864e-05,1.43901777251705e-05,7.74509348327834e-05
"Gryllotalpicola",0,0,9.11197431881158e-05,0,0,0,0,3.08999136347414e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000182679554668653,9.69665708730634e-05,0,6.96114205424694e-05,3.59754443129262e-05,7.74509348327834e-05
"Pontimonas",4.75954991792156e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,5.15352346399233e-05,0,0,0,0,0.000299646117934719,0,0.000175769783768012,0,0,0,7.55668952917895e-05,6.0893184889551e-05,5.4807192232601e-05,1.47923348487587e-05,6.18768182599728e-05,4.31705331755115e-05,0
"Antiquaquibacter",9.51909983584312e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000115781880830341,7.12587719548276e-05,0,0,0,0.000351539567536024,0.00011971445707698,0,0,0,0.000249662058047159,6.88603184460885e-05,2.95846696975175e-05,7.7346022824966e-06,7.19508886258524e-06,0
"Lysinibacter",0,0,0,0,0,0.000487764131898738,0,0,0.000167918160718502,0,0,4.21531313664401e-05,0,0,0,0,0.000578909404151707,0,0,0,0,0,0,0,0,0,6.69825033785061e-05,2.24850019415799e-05,0,0,5.75607109006819e-05,0
"Diaminobutyricimonas",4.75954991792156e-05,0,0,0.00097426479542875,0,6.09705164873422e-05,0,0,0,0.000215468946615414,0,0,0,0,0,0.000104861153346853,0.000115781880830341,0,0,0,0,0.000175769783768012,0.00023942891415396,0,0,3.77834476458947e-05,0.000158322280712833,6.0428442717996e-05,0,2.32038068474898e-05,1.43901777251705e-05,0.000154901869665567
"Cnuibacter",0,0,0,0.000121783099428594,0,0,0,3.08999136347414e-05,0,0.000215468946615414,0,0,0,0,0,0,0.000115781880830341,7.12587719548276e-05,0,0,0,0,0.00011971445707698,0,0,0,0.000133965006757012,0.000122262198057341,0,3.8673011412483e-05,3.59754443129262e-05,0
"Glaciibacter",0.000380763993433725,0,0,0,0,0.000121941032974684,0,0,0,0,0,0,0,0,0.00015460570391977,0,0,0,0,0,0,0,0,0,0,9.82369638793263e-05,0.000328823198403576,9.27506330090172e-05,0.000147923348487587,3.09384091299864e-05,5.03656220380967e-05,7.74509348327834e-05
"Auritidibacter",0,0,0,0,0,0.000121941032974684,0,3.08999136347414e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.31235848209684e-05,0.000170500917690743,4.91859417472061e-05,0,4.64076136949796e-05,9.35361552136082e-05,7.74509348327834e-05
"Paeniglutamicibacter",9.51909983584312e-05,0,0,0.000121783099428594,0,0.000304852582436711,0,3.08999136347414e-05,0,0,0,4.21531313664401e-05,0,0.000144587232369033,0,0.000104861153346853,0.000231563761660683,0.000142517543909655,0,0,0,0,0.00023942891415396,0,0,0.000136020411525221,0.000541949345517004,0.000229065957279845,0,8.50806251074626e-05,0.000122316510663949,0.000154901869665567
"Renibacterium",0,0,0,0,0,0,0,0,6.71672642874007e-05,0,0,0,0,0,5.15352346399233e-05,0,0,0,0,0,0,0,0,0,0,0.000438287992692379,7.30718218674612e-05,3.09168776696724e-05,0,0,7.19508886258524e-06,0
"Helcobacillus",9.51909983584312e-05,0,9.11197431881158e-05,0,0,0,0,0,0.000100750896431101,0.000215468946615414,0,0,0,0,0,0.000104861153346853,0,0,0.000136583846774777,0,0,0.000175769783768012,0.00011971445707698,0,0,3.02267581167158e-05,0.000407984338759992,0.000141936574756223,0,1.54692045649932e-05,0,0
"Devriesea",0,0,0,0,0,0.000304852582436711,0.000130497534901566,0,0,0,0,0,0,0,0,0,0.000115781880830341,7.12587719548276e-05,0,0,0,0.00087884891884006,0.00011971445707698,0,0,7.55668952917895e-05,0.00027401933200298,0.000157395013591059,0,5.41422159774762e-05,0,0
"Tetrasphaera",0,0,9.11197431881158e-05,0,0,6.09705164873422e-05,0,0,0,0,0,8.43062627328803e-05,0,0,0,0.000104861153346853,0.000115781880830341,0,0.000136583846774777,0.00014982305896736,0,0,0.00023942891415396,0,0,7.55668952917895e-06,0.000152232962223878,8.85346951449709e-05,0.00011833867879007,1.54692045649932e-05,2.8780355450341e-05,7.74509348327834e-05
"Arsenicicoccus",0.000142786497537647,0,0,0,0,0,0,0,0,0.000430937893230828,0,0,0,0,0,0,0,0,0,0,0.000222665574120916,0,0,0,0,0,0.000304465924447755,0.000172853452425896,0,3.09384091299864e-05,5.75607109006819e-05,7.74509348327834e-05
"Intrasporangium",4.75954991792156e-05,0,0,0,0,0,0,0,3.35836321437003e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00011971445707698,0,0,0.000188917238229474,0.000219215465602384,5.34018796112523e-05,0,3.09384091299864e-05,2.8780355450341e-05,0
"Luteipulveratus",0.000142786497537647,0,0,0.000243566198857187,0,0,0.000130497534901566,0,0,0,0,0,0,0,0,0.000104861153346853,0,7.12587719548276e-05,0.000136583846774777,0,0,0.000175769783768012,0,0,0,0,0.000450609568182678,0.000109614384465202,0,7.7346022824966e-06,1.43901777251705e-05,0
"Allobranchiibius",0,0,0,0,0,0.000121941032974684,0,3.08999136347414e-05,3.35836321437003e-05,0.000430937893230828,0,0,0,0,0,0.000209722306693707,0.000347345642491024,0,0,0.00014982305896736,0,0,0,0,0,0,0.000176590236179698,5.19965669899036e-05,0,7.7346022824966e-06,0,0
"Luteimicrobium",0,0,0,0.000608915497142969,0,0,0,0,3.35836321437003e-05,0,0,0,0,0,0,0.000104861153346853,0.000115781880830341,0,0,0,0,0,0,0,0,0,0.000146143643734922,8.71293825236222e-05,0.000310639031823933,3.09384091299864e-05,6.47557997632672e-05,0.000309803739331134
"Kytococcus",4.75954991792156e-05,0,0,0.000121783099428594,0,0,0,0,0,0,0,0,0,0,5.15352346399233e-05,0,0.000578909404151707,0.000285035087819311,0,0.00014982305896736,0,0.000175769783768012,0,0,0,1.51133790583579e-05,0.000225304784091339,0.000116640947571946,7.39616742437937e-05,5.41422159774762e-05,5.75607109006819e-05,0.00023235280449835
"Dermatophilus",0,0,0,0.000121783099428594,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000175769783768012,0,0,0,0,0.000219215465602384,0.000108209071843853,0,1.54692045649932e-05,7.19508886258524e-06,0
"Tropheryma",0,0,0,0,0,6.09705164873422e-05,0,0,6.71672642874007e-05,0,0,0,0.000341804385350264,0,0.000103070469279847,0,0,0,0,0,0,0,0.00011971445707698,0,0,7.55668952917895e-05,2.43572739558204e-05,3.09168776696724e-05,0,7.7346022824966e-05,3.59754443129262e-05,0
"Skermania",4.75954991792156e-05,0,0,0.000243566198857187,0,0.000304852582436711,0,0,6.71672642874007e-05,0.000430937893230828,0,0,0,0,5.15352346399233e-05,0.000104861153346853,0.000347345642491024,0.000142517543909655,0,0.00014982305896736,0,0,0.00011971445707698,0,0,0,5.48038664005959e-05,4.07540660191136e-05,1.47923348487587e-05,6.18768182599728e-05,2.15852665877557e-05,0
"Hoyosella",0,0,0,0,0,0,0.000130497534901566,0,0,0,0,4.21531313664401e-05,0,0,5.15352346399233e-05,0,0,0,0,0,0,0,0,0,0,0,0.000140054325245967,9.13453203876684e-05,0,0,1.43901777251705e-05,0
"Changpingibacter",0,0,0,0.000121783099428594,0,0.000121941032974684,0.000130497534901566,0,0.000100750896431101,0,0,0,0,0,0,0,0,7.12587719548276e-05,0.000136583846774777,0,0,0,0,0,0,8.31235848209684e-05,0.000133965006757012,0.000115235634950597,0,3.09384091299864e-05,7.91459774884377e-05,0
"Actinobaculum",0.000190381996716862,0,9.11197431881158e-05,0,0,0,0.000130497534901566,0,0.000100750896431101,0,0,4.21531313664401e-05,0,0,5.15352346399233e-05,0,0,7.12587719548276e-05,0,0,0,0.000175769783768012,0.00023942891415396,0,0,7.55668952917895e-06,0.000450609568182678,0.000230471269901194,0,2.32038068474898e-05,7.19508886258524e-06,0
"Winkia",0.000237977495896078,0,0,0.000121783099428594,0,0,0,0,0.000100750896431101,0,0,0,0,0,5.15352346399233e-05,0,0.000347345642491024,7.12587719548276e-05,0,0.000449469176902079,0,0.000703079135072048,0.00011971445707698,0,0,4.53401371750737e-05,0.000304465924447755,8.15081320382272e-05,0.000103546343941311,0.000255241875322388,2.8780355450341e-05,0
"Nanchangia",0,0,0.000182239486376232,0.000365349298285781,0,0,0,0,0,0,0,0,0,0,0,0.000104861153346853,0,0,0,0.00014982305896736,0,0.000175769783768012,0,0,0,0.000332494339283874,0.000207036828624473,0.0001124250097079,0.000207092687882622,3.8673011412483e-05,2.15852665877557e-05,0
"Vaginimicrobium",9.51909983584312e-05,0,0,0.000487132397714375,0,0,0,0,0,0,0,0,0,0,0,0,0.000115781880830341,0,0,0,0.000222665574120916,0,0,0,0,0.0001435771010544,0.000158322280712833,0.00010118250873711,0,3.8673011412483e-05,2.8780355450341e-05,0
"Pimelobacter",0,0,0,0,0,0.000182911549462027,0,9.26997409042242e-05,0,0,0,0,0,0,5.15352346399233e-05,0.000104861153346853,0,7.12587719548276e-05,0,0,0,0.000175769783768012,0.00023942891415396,0,0,0.000158690480112758,0.000426252294226857,0.000193933141746127,0.000162715683336346,5.41422159774762e-05,0.00015109686611429,7.74509348327834e-05
"Micropruina",0.000285572995075294,0,0,0.000121783099428594,0,0,0,0,0,0,0,8.43062627328803e-05,0,0,0,0.000524305766734267,0.000231563761660683,0,0,0.00014982305896736,0,0.000175769783768012,0,0,0,2.26700685875368e-05,0.000468877523649543,0.000274035961163005,1.47923348487587e-05,1.54692045649932e-05,5.75607109006819e-05,0
"Natronosporangium",9.51909983584312e-05,0.000205530412335113,0,0.000243566198857187,0,0,0,3.08999136347414e-05,3.35836321437003e-05,0,0,0,0,0,0,0.000419444613387414,0,7.12587719548276e-05,0,0.00014982305896736,0,0.000175769783768012,0.00047885782830792,0,0,1.51133790583579e-05,0.00027401933200298,7.02656310674372e-05,0.000162715683336346,1.54692045649932e-05,2.15852665877557e-05,0
"Catellatospora",0,0,0,0.000365349298285781,0,0,0.000260995069803131,0,6.71672642874007e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.53401371750737e-05,0.000255751376536114,0.0001124250097079,5.91693393950349e-05,5.41422159774762e-05,1.43901777251705e-05,0
